Channel,Message,Company Name,Batch,Qualification,Apply Link
-1001309472884,"Wipro Off Campus Hiring Fresher For *PWD*           
           
Location  : PAN India           
           
Qualification   : B.E/B.Tech(All Branch)   
           
Work Experience : Fresher          
   
Batch : 2021/2022   
           
CTC    : Approx 3.6 LPA           
           
Apply Link   : ****https://bit.ly/3ni4wdU****          
           
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wipro Off Campus Hiring Fresher For *PWD*,2021/2022,B.E/B.Tech(All Branch),https://bit.ly/3ni4wdU
-1001309472884,"Infosys Off Campus Hiring Fresher For *Process Executive*                           
                           
Location  : Bangalore     
                           
Qualification   : B.E/B.Tech/B.Sc 
                           
Work Experience : Fresher                   
             
Batch : 2022/2021/2020/2019             
             
CTC : 2.2 - 3 LPA                   
                           
Apply Link   : ****https://bit.ly/3zT4z58****                           
                           
Telegram Group Link : ****https://t.me/fresheroffcampus",**Infosys Off Campus Hiring Fresher For *Process Executive*,2022/2021/2020/2019,B.E/B.Tech/B.Sc,https://bit.ly/3zT4z58
-1001309472884,"Sapiens Off Campus Hiring Fresher For *Test Analyst* 
 
Location  : Bangalore 
 
Qualification   : BBA/B.Com/BBM 
 
Work Experience : Fresher

Batch : 2019/2020/2021/2022 
 
CTC    : 5 - 5.5 LPA 
 
Apply Link   : ****https://bit.ly/3sXTzke**** 
 
Telegram Group Link : ****https://t.me/fresheroffcampus",**Sapiens Off Campus Hiring Fresher For *Test Analyst*,2019/2020/2021/2022,BBA/B.Com/BBM,https://bit.ly/3sXTzke
-1001309472884,"Tata Electronics Hiring Fresher For *Graduate Engineer Trainee*              
              
Location  : PAN India           
              
Qualification   : BE/B.Tech(Mechanical, Mechatronics, Industrial, Production, Chemical)             
              
Batch     : 2022/2023              
              
Work Experience : Fresher              
              
CTC    : 5.3 - 6.3 LPA              
              
Apply Link   : ****https://bit.ly/3D6vzS4****       
              
Telegram Group Link : ****https://t.me/fresheroffcampus",**Tata Electronics Hiring Fresher For *Graduate Engineer Trainee*,2022/2023,"BE/B.Tech(Mechanical, Mechatronics, Industrial, Production, Chemical)",https://bit.ly/3D6vzS4
-1001309472884,"Continental Off Campus Hiring Fresher For *Quality Business Intelligence/Analytics Developer*          
            
Location  : Bangalore  
            
Qualification   : Bachelor's Degree        
            
Work Experience : Fresher - Experience 

Batch : 2019/2020/2021/2022      
      
CTC : 4.5 LPA     
            
Apply Link   : ****https://bit.ly/3M0ARBg****          
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Continental Off Campus Hiring Fresher For *Quality Business Intelligence/Analytics Developer*,2019/2020/2021/2022,Bachelor's Degree,https://bit.ly/3M0ARBg
-1001309472884,"Forcepoint Off Campus Hiring Fresher For *Software Engineer*      
      
Location  : Mumbai   
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA  
 
Batch : 2019/2020/2021/2022  
      
Work Experience : Fresher    
      
CTC    : Approx 5 - 10 LPA      
      
Apply Link   : ****https://bit.ly/3v82cts****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Forcepoint Off Campus Hiring Fresher For *Software Engineer*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/MCA,https://bit.ly/3v82cts
-1001309472884,"NTT Data Off Campus Hiring Fresher For *Information Security Specialist*  
  
Location  : Bangalore  
  
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.sc  
  
Work Experience : Fresher - 2 Years

Batch : 2019/2020/2021/2022 
  
CTC    : Approx 3.5 - 6 LPA  
  
Apply Link   : ****https://bit.ly/3L0aF9D****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**NTT Data Off Campus Hiring Fresher For *Information Security Specialist*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/MCA/M.sc,https://bit.ly/3L0aF9D
-1001309472884,"Samsung Electronics Off Campus Hiring Fresher *Intern*      
      
Location  : Bangalore 
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MS/MCA    
      
Work Experience : Fresher     
    
Batch : 2023   
      
CTC    : 15k - 30k per month  
      
Apply Link   : ****https://bit.ly/3Q9yjTa****   
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Samsung Electronics Off Campus Hiring Fresher *Intern*,2023,B.E/B.Tech/M.E/M.Tech/MS/MCA,https://bit.ly/3Q9yjTa
-1001309472884,"Airtel Off Campus Hiring Fresher For *Software Development Engineer*         
         
Location  : Gurgaon India         
         
Qualification   : B.E/B.Tech/M.E/M.Tech         
         
Work Experience : Entry level       
    
Batch : 2022/2021/2020/2019     
         
CTC    : 10 - 12 LPA         
         
Apply Link   : ****https://bit.ly/3zamGCS****         
         
Telegram Group Link : ****https://t.me/fresheroffcampus",**Airtel Off Campus Hiring Fresher For *Software Development Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3zamGCS
-1001309472884,"Tata Power Off Campus Hiring Fresher For *Graduate Engineer Trainee*                       
                       
Location  : Pan India      
                       
Qualification   : B.E/B.Tech/M.E/M.Tech               
                       
Work Experience : Fresher                  
                
Batch : 2020/2021/2022         
                       
CTC    : 6.4 LPA                       
                       
Apply Link   : ****https://bit.ly/3wIGmzK****                        
                       
Telegram Group Link : ****https://t.me/fresheroffcampus",**Tata Power Off Campus Hiring Fresher For *Graduate Engineer Trainee*,2020/2021/2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3wIGmzK
-1001309472884,"Wipro Hiring Fresher For *WILP Role* | Wipro Sponsored M.Tech                        
                        
Location  : PAN India                        
                        
Qualification   : ****B.SC****(All Branch)****/BCA****                        
                        
Work Experience : Fresher                        
                        
Batch : 2022/2023                        
                        
CTC    : 15k - 23k per month + Bonus 75k                    
                        
Last Date : 30th Jan       
                        
Apply Link   : ****https://bit.ly/3EEKIJz****                        
                        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wipro Hiring Fresher For *WILP Role* | Wipro Sponsored M.Tech,2022/2023,****B.SC****(All Branch)****/BCA****,https://bit.ly/3EEKIJz
-1001309472884,"Paytm Reminder*
Paytm Off Campus Hiring Fresher For *Andriod Developer*           
            
Location  : Noida   
            
Qualification   : B.E/B.Tech/MCA       
            
Work Experience : Fresher - 1 Year      
       
Batch : 2019/2020/2021/2022/2023       
            
CTC    : 5 - 10 LPA  
            
Apply Link   : ****https://bit.ly/3D22oQC****          
            
Telegram Group Link : ****https://t.me/fresheroffcampus",***Paytm Reminder*,2019/2020/2021/2022/2023,B.E/B.Tech/MCA,https://bit.ly/3D22oQC
-1001309472884,"Adobe Off Campus Hiring For *Member of Technical Staff*          
          
Location  : Noida   
          
Qualification   : B.E/B.Tech/M.E/M.Tech        
          
Work Experience : Entry level     
     
Batch : 2023/2022/2021   
    
CTC    : Approx 8 - 22 LPA          
          
Apply Link   : ****https://bit.ly/3yxPxA4****          
          
Telegram Group Link : ****https://t.me/fresheroffcampus",**Adobe Off Campus Hiring For *Member of Technical Staff*,2023/2022/2021,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3yxPxA4
-1001309472884,"Mastercard Off Campus Hiring Fresher For *Software Engineer*    
      
Location  : Pune      
   
Qualification   : B.E/B.Tech/M.E/M.Tech     
      
Work Experience : Fresher  
  
Batch : 2023/2022/2021/2020/2019   
      
CTC    : 10 LPA      
      
Apply Link   : ****https://bit.ly/3M78BNe****    
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Mastercard Off Campus Hiring Fresher For *Software Engineer*,2023/2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3M78BNe
-1001309472884,"Oracle Off Campus Hiring Fresher For *Customer Service Analyst*        
        
Location  : Hyderabad   
        
Qualification   : B.E/B.Tech/M.E/M.Tech        
        
Work Experience : Fresher - 2 Year       
     
Batch : 2022/2021/2020/2019      
        
CTC    : 9 - 11 LPA        
        
Apply Link   : ****http://bit.ly/3sJ7cns****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Oracle Off Campus Hiring Fresher For *Customer Service Analyst*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech,http://bit.ly/3sJ7cns
-1001309472884,"Citi Off Campus Hiring Fresher For *Operation Support Specialist*             
             
Location  : Chennai  
             
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc            
             
Work Experience : Fresher - 3 Years           
    
Batch : 2022/2021/2020/2019    
    
CTC :  3.5 - 5.5 LPA     
             
Apply Link   : ****https://bit.ly/3spdbPX****             
             
Telegram Group Link : ****https://t.me/fresheroffcampus",**Citi Off Campus Hiring Fresher For *Operation Support Specialist*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3spdbPX
-1001309472884,"EY Off Campus Hiring Fresher For *Analyst*     
     
Location  : Mumbai 
     
Qualification   : Bachelor/Master degree in any discpline 
     
Work Experience : Fresher 
 
Batch : 2022/2021/2020/2019  
     
CTC    : 3 - 5 LPA    
     
Apply Link   : ****https://bit.ly/3KJPKHW****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**EY Off Campus Hiring Fresher For *Analyst*,2022/2021/2020/2019,Bachelor/Master degree in any discpline,https://bit.ly/3KJPKHW
-1001309472884,"Western Union Off Campus Hiring Fresher For *Trainee*          
          
Location  : Pune          
          
Qualification   : B.E/B.Tech/MCA          
          
Work Experience : Fresher          
       
Batch : 2022/2021/2020/2019       
          
CTC    : Approx 4 - 5 LPA          
          
Apply Link   : ****https://bit.ly/3fPp1vg****          
          
Telegram Group Link : ****https://t.me/fresheroffcampus",**Western Union Off Campus Hiring Fresher For *Trainee*,2022/2021/2020/2019,B.E/B.Tech/MCA,https://bit.ly/3fPp1vg
-1001309472884,"Accenture Off Campus Hiring Fresher For *Customer Service Associate*                      
                      
Location  : Bangalore          
                      
Qualification   : Any Graduate               
                      
Work Experience : Fresher - 1 Year               
            
Batch : 2019/2020/2021/2022            
            
CTC : Approx 2.5 - 5 LPA             
                      
Apply Link   : ****http://bit.ly/3OSzBSO****                      
                      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Accenture Off Campus Hiring Fresher For *Customer Service Associate*,2019/2020/2021/2022,Any Graduate,http://bit.ly/3OSzBSO
-1001309472884,"Zoho Off Campus Hiring Fresher For *Technical Support Engineer*     
     
Location  : Chennai     
     
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc     
     
Work Experience : Fresher     
    
Batch : 2022/2021/2020/2019   
    
CTC    : 4 - 6.5 LPA     
     
Apply Link   : ****https://bit.ly/3yusWVb****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Zoho Off Campus Hiring Fresher For *Technical Support Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3yusWVb
-1001309472884,"Virtusa Off Campus Hiring Fresher For *Junior Software Engineer*     
     
Location  : Bangalore   
     
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc    
  
Batch : 2019/2020/2021/2022   
     
Work Experience : Fresher     
     
CTC    : 3 - 4 LPA     
     
Apply Link   : ****https://bit.ly/3BjVMtf****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Virtusa Off Campus Hiring Fresher For *Junior Software Engineer*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3BjVMtf
-1001309472884,"ICICI Prudential Off Campus Hiring Fresher For *Financial Services Consultant*            
            
Location  : Hyderabad  
            
Qualification   : Any Graduate       
            
Work Experience : Fresher - 2 Years      
     
Batch : 2018/2019/2020/2021/2022   
            
CTC    : 2.52 LPA           
            
Apply Link : ****http://bit.ly/3Hndkuq****  
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**ICICI Prudential Off Campus Hiring Fresher For *Financial Services Consultant*,2018/2019/2020/2021/2022,Any Graduate,http://bit.ly/3Hndkuq
-1001309472884,"IndiaMART Off Campus Hiring Fresher For *Field Sales and Client Servicing*            
            
Location  : Delhi    
            
Qualification   : B.Com, B.B.A, ****B.SC****, B.Tech/B.E, B.Pharma, BCA, B.A, BDS, and MBA/PGDM Marketing, M.Com      
            
Work Experience : Fresher - 5 years         
       
Batch : 2022/2021/2020/2019       
            
CTC : 2 - 4 LPA            
            
Apply Link   : ****https://bit.ly/3J5Si2G****       
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**IndiaMART Off Campus Hiring Fresher For *Field Sales and Client Servicing*,2022/2021/2020/2019,"B.Com, B.B.A, ****B.SC****, B.Tech/B.E, B.Pharma, BCA, B.A, BDS, and MBA/PGDM Marketing, M.Com",https://bit.ly/3J5Si2G
-1001309472884,"Amazon Off Campus Hiring Fresher For *Professional Services Intern*                
                
Location  : Bangalore           
                
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc           
                
Work Experience : Fresher   
     
Batch : 2024/2023/2022             
                
CTC    : 15k - 30k per month               
                
Apply Link   : ****https://bit.ly/33JbfYf****            
                
Telegram Group Link : ****https://t.me/fresheroffcampus",**Amazon Off Campus Hiring Fresher For *Professional Services Intern*,2024/2023/2022,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/33JbfYf
-1001309472884,"Tata Communications Off Campus Hiring Fresher *Software Development*              
              
Location  : Chennai        
              
Qualification   : B.E/B.Tech/M.E/M.Tech/BCA              
              
Work Experience : Fresher - 4 Years           
           
Batch : 2019/2020/2021/2022          
              
CTC    : 4 - 5.5 LPA              
              
Apply Link   : ****https://bit.ly/3oyET9h****              
              
Telegram Group Link : ****https://t.me/fresheroffcampus",**Tata Communications Off Campus Hiring Fresher *Software Development*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/BCA,https://bit.ly/3oyET9h
-1001309472884,"Comcast Off Campus Hiring Fresher For *Development Engineer*        
        
Location  : Chennai        
        
Qualification   : B.E/B.Tech        
        
Work Experience : Fresher - 2 Years      
  
Batch : 2019/2020/2021/2022    
        
CTC    : Approx 4 - 14 LPA        
        
Apply Link   : ****https://bit.ly/3Cv9da6****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Comcast Off Campus Hiring Fresher For *Development Engineer*,2019/2020/2021/2022,B.E/B.Tech,https://bit.ly/3Cv9da6
-1001309472884,"Ciena Off Campus Hiring Fresher For *Graduate Associate*       
       
Location  : Gurgaon  
       
Qualification   : B.E/B.Tech     
       
Work Experience : Fresher - 3 Years   
     
Batch : 2023/2022/2021/2020/2019     
       
CTC : 6.5 - 10 LPA   
       
Apply Link   : ****https://bit.ly/3DX43of****       
       
Telegram Group Link : ****https://t.me/fresheroffcampus",**Ciena Off Campus Hiring Fresher For *Graduate Associate*,2023/2022/2021/2020/2019,B.E/B.Tech,https://bit.ly/3DX43of
-1001309472884,"PubMatic Off Campus Hiring Fresher For *Operations Engineer*     
     
Location  : Pune     
     
Qualification   : B.E/B.Tech  
     
Work Experience : Fresher - 2 Years    
   
Batch : 2022/2021/2020/2019    
     
CTC    : 3.5 LPA     
     
Apply Link   : ****https://bit.ly/3kJOiKq****     
     
Telegram Group Link : ****https://t.me/fresheroffcampus",**PubMatic Off Campus Hiring Fresher For *Operations Engineer*,2022/2021/2020/2019,B.E/B.Tech,https://bit.ly/3kJOiKq
-1001309472884,"Flipkart Reminder*
Flipkart Off Campus Hiring Fresher For *Vendor Consultant*           
           
Location  : Bangalore   
           
Qualification   : Any Graduate       
           
Work Experience : Fresher - 5 Years         
          
Batch : 2023/2022/2021/2020         
          
CTC    : 5 LPA         
           
Apply Link   : ****https://bit.ly/3FdfJGG****     
           
Telegram Group Link : ****https://t.me/fresheroffcampus",***Flipkart Reminder*,2023/2022/2021/2020,Any Graduate,https://bit.ly/3FdfJGG
-1001309472884,"Wipro Off Campus Hiring Fresher For *Associate*                   
                   
Location  : Chennai      
                   
Qualification : Graduate in any discipline     
                   
Work Experience : Fresher            
             
Batch : 2019/2020/2021/2022            
           
CTC : 2.5 - 4 LPA            
                   
Apply Link   : ****https://bit.ly/3xMCJ9B****                   
                   
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wipro Off Campus Hiring Fresher For *Associate*,2019/2020/2021/2022,Graduate in any discipline,https://bit.ly/3xMCJ9B
-1001309472884,"IBM Off Campus Hiring Fresher For *Software Developer*                    
                    
Location  : India               
                    
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc                
                    
Work Experience : Fresher             
             
Batch : 2023/2022/2021/2020/2019                  
                     
CTC    : 4 - 4.5 LPA                 
                    
Apply Link   : ****https://bit.ly/3gdDzoQ****                    
                    
Telegram Group Link : ****https://t.me/fresheroffcampus",**IBM Off Campus Hiring Fresher For *Software Developer*,2023/2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3gdDzoQ
-1001309472884,"Accenture PWD Off campus Hiring Fresher *Associate Software Engineer*            
            
Location  : PAN India            
            
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.SC            
            
Work Experience : Fresher           
        
Batch : 2019/2020/2021/2022         
            
CTC    : 4.5 LPA            
            
Apply Link   : ****https://bit.ly/3wEHvaG****         
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Accenture PWD Off campus Hiring Fresher *Associate Software Engineer*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/MCA/M.SC,https://bit.ly/3wEHvaG
-1001309472884,"Danfoss Off Campus Hiring Fresher For *Software Engineer*             
             
Location : Pune            
             
Qualification : B.E/B.Tech/M.E/M.Tech     
           
Work Experience : Fresher - 4 Years        
       
Batch : 2019/2020/2021/2022        
           
CTC : 3.5 - 6 LPA            
             
Apply Link : ****https://bit.ly/339vgas****             
             
Telegram Group Link : ****https://t.me/fresheroffcampus",**Danfoss Off Campus Hiring Fresher For *Software Engineer*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/339vgas
-1001309472884,"KPMG Off Campus Hiring Fresher For *Analyst*               
               
Location  : Noida 
               
Qualification   : B.E/B.Tech/MCA     
               
Work Experience : Fresher - 1 Year         
         
Batch : 2022/2021/2020/2019            
               
CTC    : 3 - 4 LPA               
               
Apply Link   : ****https://bit.ly/3OlRtok****            
               
Telegram Group Link : ****https://t.me/fresheroffcampus",**KPMG Off Campus Hiring Fresher For *Analyst*,2022/2021/2020/2019,B.E/B.Tech/MCA,https://bit.ly/3OlRtok
-1001309472884,"Infosys Off Campus Hiring Fresher For *Technical Process Executive*                            
                            
Location  : Bangalore      
                            
Qualification   : B.E/B.Tech/B.Sc/BCA  
                            
Work Experience : Fresher                    
              
Batch : 2022/2021/2020/2019              
              
CTC : 2.2 - 3 LPA                    
                            
Apply Link   : ****https://bit.ly/3zT4z58****                            
                            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Infosys Off Campus Hiring Fresher For *Technical Process Executive*,2022/2021/2020/2019,B.E/B.Tech/B.Sc/BCA,https://bit.ly/3zT4z58
-1001309472884,"Alstom Off Campus Hiring Fresher For *Application Engineer Trainee*  
  
Location  : Bangalore  
  
Qualification   : B.E/B.Tech  
  
Work Experience : Fresher 

Batch : 2020/2021/2022/2023 
  
CTC    : 7 LPA  
  
Apply Link   : ****https://bit.ly/3aMZcJA****  
  
Telegram Group Link : ****https://t.me/fresheroffcampus",**Alstom Off Campus Hiring Fresher For *Application Engineer Trainee*,2020/2021/2022/2023,B.E/B.Tech,https://bit.ly/3aMZcJA
-1001309472884,"Shell Off Campus Hiring Fresher For *Graduate Programme*           
           
Location  : Bangalore/Chennai          
           
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc           
           
Work Experience : Fresher - 1 Year          
         
Batch : 2023/2022/2021        
           
CTC    : 7 - 9 LPA          
           
Apply Link   : ****https://bit.ly/3NMhGMC****           
           
Telegram Group Link : ****https://t.me/fresheroffcampus",**Shell Off Campus Hiring Fresher For *Graduate Programme*,2023/2022/2021,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3NMhGMC
-1001309472884,"Hexagon Off Campus Hiring Fresher For *Software Engineer*           
            
Location  : Hyderabad           
            
Qualification   : B.E/B.Tech/M.E/M.Tech      
            
Work Experience : Fresher - 2 Years          
       
Batch : 2022/2021/2020/2019        
            
CTC    : 6 LPA           
            
Apply Link   : ****https://bit.ly/3s8c1Y8****           
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Hexagon Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3s8c1Y8
-1001309472884,"NTT Off Campus Hiring Fresher For *Associate Graduate*           
           
Location  : Chennai    
           
Qualification   : Bachelor's Degree/Diploma       
           
Work Experience : Fresher    
    
Batch : 2022/2021/2020/2019          
           
CTC    : 4 LPA           
           
Apply Link   : ****https://bit.ly/2Vii27c****           
           
Telegram Group Link : ****https://t.me/fresheroffcampus",**NTT Off Campus Hiring Fresher For *Associate Graduate*,2022/2021/2020/2019,Bachelor's Degree/Diploma,https://bit.ly/2Vii27c
-1001309472884,"Nokia Reminder*
**Nokia Off Campus Hiring Fresher For *Solution Engineer* 
 
Location : Noida 
 
Qualification : B.E/B.Tech/M.E/M.Tech/MCA/M.SC 
 
Work Experience : Fresher - 2 Years 
 
Batch : 2022/2021/2020/2019 
 
CTC : 6.5 - 7 LPA 
 
Apply Link : **https://bit.ly/36z121U** 
 
Telegram Group Link : **https://t.me/fresheroffcampus",*Nokia Reminder*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.SC,https://bit.ly/36z121U
-1001309472884,"TCS NQT Off Campus Hiring Fresher                    
                    
Location  : PAN India                    
                    
Qualification   : B.E/B.Tech/M.E/M.Tech/M.SC/MCA                    
                    
Work Experience : Fresher - 2 Year                    
                    
Batch : 2019/2020/2021/2022/2023                 
                       
CTC    : 3.5 LPA                    
                    
Apply Link   : ****https://bit.ly/3uGHqAY****                    
                    
Telegram Group Link : ****https://t.me/fresheroffcampus",**TCS NQT Off Campus Hiring Fresher,2019/2020/2021/2022/2023,B.E/B.Tech/M.E/M.Tech/M.SC/MCA,https://bit.ly/3uGHqAY
-1001309472884,"Reliance Jio Off Campus Hiring Fresher For *Andriod Developer*        
        
Location  : Bangalore/Mumbai    
        
Qualification   : B.E/B.Tech/M.E/M.tech/MCA/M.sc     
        
Work Experience : Fresher/Experience   
     
Batch : 2019/2020/2021/2022      
        
CTC    : 5.5 LPA       
        
Apply Link   : ****https://bit.ly/30uwjzY****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Reliance Jio Off Campus Hiring Fresher For *Andriod Developer*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.tech/MCA/M.sc,https://bit.ly/30uwjzY
-1001309472884,"EY Off Campus Hiring Fresher For *Analyst* 
 
Location : Mumbai 
 
Qualification : Bachelor/Master degree in any discpline 
 
Work Experience : Fresher 

Batch : 2022/2021/2020/2019 
 
CTC : 3 - 5 LPA 
 
Apply Link : **https://bit.ly/3KJPKHW** 
 
Telegram Group Link : **https://t.me/fresheroffcampus",**EY Off Campus Hiring Fresher For *Analyst*,2022/2021/2020/2019,Bachelor/Master degree in any discpline,https://bit.ly/3KJPKHW
-1001309472884,"Cadence Off Campus Hiring Fresher For *Intern*            
            
Location  : Noida 
            
Qualification   : B.E/B.Tech/M.E/M.Tech           
            
Work Experience : Fresher      
     
Batch : 2022/2021/2020/2019      
            
CTC    : 15 - 30k per month     
            
Apply Link   : ****https://bit.ly/3aP8QLO****            
            
Telegram Group Link : ****https://t.me/fresheroffcampus",**Cadence Off Campus Hiring Fresher For *Intern*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3aP8QLO
-1001309472884,"Couchbase Off Campus Hiring Fresher For *Graduate Software Engineer*            
                
Location  : Bangalore              
                
Qualification   : B.E/B.Tech/M.E/M.Tech            
                
Work Experience : Fresher - 2 Years         
      
Batch : 2020/2021/2022      
      
CTC : 20 LPA         
                
Apply Link   : ****https://bit.ly/3Fgzuvr****            
                
Telegram Group Link : ****https://t.me/fresheroffcampus",**Couchbase Off Campus Hiring Fresher For *Graduate Software Engineer*,2020/2021/2022,B.E/B.Tech/M.E/M.Tech,https://bit.ly/3Fgzuvr
-1001309472884,"Accenture Off Campus Hiring Fresher For *Associate Digital Marketing and Campaigns*                     
                     
Location  : Bangalore     
                     
Qualification   : Any Graduate              
                     
Work Experience : Fresher - 1 Year              
           
Batch : 2019/2020/2021/2022           
           
CTC : Approx 2.5 - 5 LPA            
                     
Apply Link   : ****https://bit.ly/3CqBDBD****                     
                     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Accenture Off Campus Hiring Fresher For *Associate Digital Marketing and Campaigns*,2019/2020/2021/2022,Any Graduate,https://bit.ly/3CqBDBD
-1001309472884,"E2open Off Campus Hiring Fresher For *Associate Analyst*      
      
Location  : Bangalore      
      
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc/MCA      
      
Work Experience : Fresher     
  
Batch : 2019/2020/2021/2022   
      
CTC    : Approx 4 - 5 LPA      
      
Apply Link   : ****https://bit.ly/323LxNN****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**E2open Off Campus Hiring Fresher For *Associate Analyst*,2019/2020/2021/2022,B.E/B.Tech/M.E/M.Tech/M.Sc/MCA,https://bit.ly/323LxNN
-1001309472884,"Vedantu Off Campus Hiring Fresher For *Sales Executive*           
           
Location  : Bangalore (Work From Home)      
           
Qualification   : B.E/B.Tech/M.E/M.Tech/B.Sc/M.Sc/BCA/MCA/M.Com/B.Com        
           
Work Experience : Fresher         
      
Batch : 2022/2021/2020/2019      
           
CTC : 3.5 - 5.5 LPA          
           
Apply Link   : ****https://bit.ly/3oq2Srx****      
           
Telegram Group Link : ****https://t.me/fresheroffcampus",**Vedantu Off Campus Hiring Fresher For *Sales Executive*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/B.Sc/M.Sc/BCA/MCA/M.Com/B.Com,https://bit.ly/3oq2Srx
-1001309472884,"Micro Focus Off Campus Hiring Fresher For *Quality Engineer*      
      
Location  : Bangalore      
      
Qualification   : B.E/B.Tech/M.E/M.Tech/MCA/M.Sc      
      
Work Experience : Fresher - 2 Years      
    
Batch : 2022/2021/2020/2019    
      
CTC    : Approx 8.5 LPA      
      
Apply Link   : ****https://bit.ly/3DTM038****      
      
Telegram Group Link : ****https://t.me/fresheroffcampus",**Micro Focus Off Campus Hiring Fresher For *Quality Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/MCA/M.Sc,https://bit.ly/3DTM038
-1001309472884,"Motorola Solutions Off Campus Hiring Fresher For *Software Engineer*                   
                     
Location  : Kolkata           
                     
Qualification   : B.E/B.Tech/M.E/M.Tech/M.Sc                   
                     
Work Experience : Fresher - 4 Years           
            
Batch : 2022/2021/2020/2019             
                  
CTC : 5 - 7 LPA                   
                     
Apply Link   : ****https://bit.ly/3hdyCwZ****                  
                     
Telegram Group Link : ****https://t.me/fresheroffcampus",**Motorola Solutions Off Campus Hiring Fresher For *Software Engineer*,2022/2021/2020/2019,B.E/B.Tech/M.E/M.Tech/M.Sc,https://bit.ly/3hdyCwZ
-1001309472884,"Wipro Off Campus Hiring For *IT Service Desk - Associate*        
        
Location  : Work From Home(Hyderabad)   
       
Qualification   : Any Graduate     
        
Work Experience : Fresher       
     
Batch : 2023/2022/2021/2020/2019     
     
CTC : 2.80 LPA 
        
Apply Link   : ****http://bit.ly/2UODe4P****        
        
Telegram Group Link : ****https://t.me/fresheroffcampus",**Wipro Off Campus Hiring For *IT Service Desk - Associate*,2023/2022/2021/2020/2019,Any Graduate,http://bit.ly/2UODe4P
